"totalPost";"userId";"profile_1";"profile_2"
"1";"67801";"1";"1"
"1";"67803";"1";"1"
"1";"67823";"1";"1"
"1";"67853";"1";"1"
"3";"67854";"4";"4"
"2";"67875";"1";"1"
"1";"67888";"4";"4"
"1";"67894";"1";"1"
"1";"67902";"4";"4"
"1";"67924";"1";"1"
"1";"67935";"1";"1"
"1";"67977";"4";"4"
"1";"67983";"1";"1"
"1";"67988";"1";"1"
"1";"68003";"4";"4"
"1";"68018";"1";"1"
"1";"68109";"1";"1"
"2";"68272";"1";"1"
"1";"68283";"1";"1"
"1";"68289";"1";"1"
"1";"68297";"1";"1"
"2";"68323";"4";"4"
"1";"68363";"1";"4"
"1";"68543";"1";"1"
"1";"68557";"1";"1"
"1";"68580";"1";"1"
"1";"68597";"1";"1"
"1";"68600";"1";"1"
"2";"68601";"4";"4"
"1";"68662";"1";"1"
