"id";"profile_1";"profile_2";"reputation";"avgScoreQuestion";"avgScoreAnswers";"avgScoreComments";"sumScoreQuestion";"sumScoreAnswers";"sumScoreComments"
"52195";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52210";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52217";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52220";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52223";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52228";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52229";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52230";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52246";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52248";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52258";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52264";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52267";"1";"1";"1";\N;"-3,0000";\N;\N;"-3";\N
"52271";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52273";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52278";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52297";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52300";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52302";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52306";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52307";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52308";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52312";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52314";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52318";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52321";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52322";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52323";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52324";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52330";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52339";"1";"1";"1";"0,0000";\N;\N;"0";\N;\N
"52340";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52354";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52357";"1";"1";"1";"0,0000";\N;\N;"0";\N;\N
"52372";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52375";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52383";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52385";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52394";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52402";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52411";"1";"1";"1";"0,0000";\N;"1,0000";"0";\N;"1"
"52435";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52437";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52445";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52446";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52454";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52461";"1";"1";"1";"-2,0000";\N;\N;"-2";\N;\N
"52463";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52469";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52470";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52479";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52482";"1";"1";"1";"0,0000";\N;\N;"0";\N;\N
"52484";"1";"1";"1";\N;"0,0000";\N;\N;"0";\N
"52488";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52492";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52501";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52504";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52505";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52510";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52518";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52520";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52525";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52526";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52531";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52535";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52540";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52543";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52544";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52545";"1";"1";"1";"0,0000";\N;\N;"0";\N;\N
"52546";"1";"1";"1";"0,0000";\N;\N;"0";\N;\N
"52548";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52549";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52555";"1";"1";"1";"0,0000";\N;\N;"0";\N;\N
"52557";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52559";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52567";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52568";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52570";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52580";"1";"1";"1";"0,0000";\N;\N;"0";\N;\N
